,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address
459,1693064,"May 30, 2020",Texas,Houston,9635 Scott St,1,4,"9635 Scott St, Houston Texas"
460,1693246,"May 30, 2020",Florida,Altha,21281 Apachee Rd,2,4,"21281 Apachee Rd, Altha Florida"
461,1692496,"May 30, 2020",North Carolina,Gastonia,3000  Earl Ln,1,5,"3000  Earl Ln, Gastonia North Carolina"
462,1692102,"May 29, 2020",Virginia,Portsmouth,500  Edwards St,0,5,"500  Edwards St, Portsmouth Virginia"
463,1691221,"May 28, 2020",Kentucky,Louisville,601 W Jefferson St,0,7,"601 W Jefferson St, Louisville Kentucky"
464,1690922,"May 28, 2020",Tennessee,Memphis,TN 385 and Kirby Pkwy,0,4,"TN 385 and Kirby Pkwy, Memphis Tennessee"
465,1691440,"May 28, 2020",Pennsylvania,Philadelphia,300  N 55th St,1,3,"300  N 55th St, Philadelphia Pennsylvania"
466,1690369,"May 27, 2020",Massachusetts,Boston,5 Ames St,1,4,"5 Ames St, Boston Massachusetts"
467,1690524,"May 27, 2020",Ohio,Cleveland,12800 Euclid Ave,1,3,"12800 Euclid Ave, Cleveland Ohio"
468,1690439,"May 27, 2020",California,San Jose,1100  William Ct,0,5,"1100  William Ct, San Jose California"
469,1689419,"May 27, 2020",Pennsylvania,Philadelphia,1800  Hart Ln,0,4,"1800  Hart Ln, Philadelphia Pennsylvania"
470,1688610,"May 26, 2020",Mississippi,Vicksburg,4045 Clay St,0,4,"4045 Clay St, Vicksburg Mississippi"
471,1689252,"May 26, 2020",Pennsylvania,Philadelphia,2700  N Darian St,0,4,"2700  N Darian St, Philadelphia Pennsylvania"
472,1688917,"May 26, 2020",Illinois,Chicago,W Washington Blvd and N Hamlin Blvd,2,2,"W Washington Blvd and N Hamlin Blvd, Chicago Illinois"
473,1689555,"May 26, 2020",California,Los Angeles,119th St and Berendo Ave,0,5,"119th St and Berendo Ave, Los Angeles California"
474,1688753,"May 26, 2020",South Carolina,Bowman,Dibble St and Rail St,3,5,"Dibble St and Rail St, Bowman South Carolina"
475,1687999,"May 25, 2020",Louisiana,Lake Charles,6780 US-90,0,6,"6780 US-90, Lake Charles Louisiana"
476,1687219,"May 24, 2020",Missouri,Saint Louis,Union Boulevard and Cote Brilliante Ave,0,4,"Union Boulevard and Cote Brilliante Ave, Saint Louis Missouri"
477,1687037,"May 24, 2020",South Carolina,Myrtle Beach,12th Ave N and Ocean Blvd,0,4,"12th Ave N and Ocean Blvd, Myrtle Beach South Carolina"
478,1687414,"May 24, 2020",Alabama,Danville,70 Flint Creek Pvt Dr,3,1,"70 Flint Creek Pvt Dr, Danville Alabama"
479,1686222,"May 23, 2020",Texas,Houston,2900 Travis St,0,4,"2900 Travis St, Houston Texas"
480,1686615,"May 23, 2020",Illinois,Rock Island,800 14 1/2 St,1,4,"800 14 1/2 St, Rock Island Illinois"
481,1687027,"May 23, 2020",South Carolina,Jonesville,100  Dover Rd,2,5,"100  Dover Rd, Jonesville South Carolina"
482,1687108,"May 23, 2020",North Carolina,Charlotte,4900 Block of Albemarle Rd,0,6,"4900 Block of Albemarle Rd, Charlotte North Carolina"
483,1687097,"May 23, 2020",Michigan,Flint,4100  Minerva St,1,3,"4100  Minerva St, Flint Michigan"
484,1686414,"May 23, 2020",Florida,Fort Lauderdale (Lauderhill),7776 NW 44th St,0,5,"7776 NW 44th St, Fort Lauderdale (Lauderhill) Florida"
485,1686747,"May 23, 2020",Florida,Daytona Beach,13 S Atlantic Ave,0,6,"13 S Atlantic Ave, Daytona Beach Florida"
486,1686685,"May 23, 2020",Illinois,Chicago,3911 W Grenshaw St,1,3,"3911 W Grenshaw St, Chicago Illinois"
487,1687381,"May 23, 2020",Mississippi,Jackson,2300  Oakhurst Dr,1,4,"2300  Oakhurst Dr, Jackson Mississippi"
488,1686015,"May 22, 2020",Ohio,Cleveland,11921 Miles Ave,1,3,"11921 Miles Ave, Cleveland Ohio"
489,1683810,"May 20, 2020",Texas,Houston,6918 Landor St,2,3,"6918 Landor St, Houston Texas"
490,1683653,"May 19, 2020",Illinois,Decatur,300  West Leafland Ave,0,5,"300  West Leafland Ave, Decatur Illinois"
491,1682322,"May 18, 2020",California,Bakersfield,901 W Columbus St,0,5,"901 W Columbus St, Bakersfield California"
492,1681602,"May 17, 2020",South Carolina,Charleston,23 Cannon St,0,4,"23 Cannon St, Charleston South Carolina"
493,1681887,"May 17, 2020",Maryland,District Heights,6800  Atwood St,1,3,"6800  Atwood St, District Heights Maryland"
494,1682233,"May 17, 2020",South Carolina,Saint Matthews,100  Bugleflower Ln,4,1,"100  Bugleflower Ln, Saint Matthews South Carolina"
495,1681588,"May 16, 2020",Louisiana,Bogalusa,Martin Luther King Dr and E 4th St,0,13,"Martin Luther King Dr and E 4th St, Bogalusa Louisiana"
496,1686369,"May 15, 2020",Florida,Gainesville,2305 SE Hawthorne Rd,0,5,"2305 SE Hawthorne Rd, Gainesville Florida"
497,1850080,"May 15, 2020",Pennsylvania,Philadelphia,4300  Germantown Ave,0,4,"4300  Germantown Ave, Philadelphia Pennsylvania"
498,1680027,"May 14, 2020",New Mexico,Albuquerque,820 Louisiana SE,0,5,"820 Louisiana SE, Albuquerque New Mexico"
499,1679086,"May 13, 2020",Illinois,Rockford,2914 W State St,1,4,"2914 W State St, Rockford Illinois"
500,1678589,"May 13, 2020",Kentucky,Garrison,6151 Kinney Rd,1,4,"6151 Kinney Rd, Garrison Kentucky"
501,1679356,"May 13, 2020",Tennessee,Memphis,3500  Commerce Cir,0,4,"3500  Commerce Cir, Memphis Tennessee"
502,1677566,"May 11, 2020",Alabama,Montgomery,Rosa Parks Ave and Courtland Dr,0,4,"Rosa Parks Ave and Courtland Dr, Montgomery Alabama"
503,1676515,"May 10, 2020",Louisiana,Baton Rouge,2944 Plank Rd,0,5,"2944 Plank Rd, Baton Rouge Louisiana"
504,1676579,"May 10, 2020",Texas,Fort Worth,4750 Wilbarger St,0,5,"4750 Wilbarger St, Fort Worth Texas"
505,1676746,"May 10, 2020",Texas,Katy,18000  Bonners Park Cir,0,6,"18000  Bonners Park Cir, Katy Texas"
506,1676121,"May 9, 2020",Missouri,Saint Louis,3500  Arkansas Ave,0,4,"3500  Arkansas Ave, Saint Louis Missouri"
507,1674802,"May 7, 2020",Maryland,Baltimore,5100  Stafford Rd,0,4,"5100  Stafford Rd, Baltimore Maryland"
508,1673989,"May 6, 2020",Texas,Houston,14200  Bridgeport Rd,3,1,"14200  Bridgeport Rd, Houston Texas"
509,1673633,"May 6, 2020",Georgia,Albany,1900  Meadow Dr,1,3,"1900  Meadow Dr, Albany Georgia"
510,1674299,"May 6, 2020",Tennessee,Memphis,Barron Ave and Dogwood Dr,2,2,"Barron Ave and Dogwood Dr, Memphis Tennessee"
511,1671289,"May 3, 2020",Ohio,Columbus,300  S Ashburton Rd,0,4,"300  S Ashburton Rd, Columbus Ohio"
512,1671624,"May 3, 2020",Florida,Jacksonville,2100  Brooklyn Rd,1,3,"2100  Brooklyn Rd, Jacksonville Florida"
513,1671078,"May 3, 2020",Illinois,Chicago,3700 W 13th St,0,5,"3700 W 13th St, Chicago Illinois"
514,1670970,"May 2, 2020",Pennsylvania,Philadelphia,200  S Cecil St,0,4,"200  S Cecil St, Philadelphia Pennsylvania"
515,1668470,"April 29, 2020",Indiana,Indianapolis,451 E Stop 11 Rd,0,4,"451 E Stop 11 Rd, Indianapolis Indiana"
516,1666945,"April 27, 2020",Wisconsin,Milwaukee,2800  N 12th St,5,0,"2800  N 12th St, Milwaukee Wisconsin"
517,1666461,"April 26, 2020",New York,Troy,Jefferson St and 3rd St,0,4,"Jefferson St and 3rd St, Troy New York"
518,1666600,"April 26, 2020",North Carolina,Salisbury,900  E Lafayette St,1,4,"900  E Lafayette St, Salisbury North Carolina"
519,1666327,"April 25, 2020",Florida,Orlando,Elese St and Deerock Dr,1,4,"Elese St and Deerock Dr, Orlando Florida"
520,1665834,"April 25, 2020",Tennessee,Memphis,500  Josephine St,0,7,"500  Josephine St, Memphis Tennessee"
521,1664933,"April 24, 2020",Texas,Houston,4714 Ward St,3,1,"4714 Ward St, Houston Texas"
522,1665735,"April 24, 2020",Indiana,Fort Wayne,3233 Diplomat Dr,0,4,"3233 Diplomat Dr, Fort Wayne Indiana"
523,1661537,"April 18, 2020",Maryland,Hyattsville,7500  Courtney Pl,2,2,"7500  Courtney Pl, Hyattsville Maryland"
524,1660797,"April 17, 2020",North Carolina,Greensboro,4400  Beckford Dr,1,3,"4400  Beckford Dr, Greensboro North Carolina"
525,1661218,"April 17, 2020",Massachusetts,Springfield,College St,1,4,"College St, Springfield Massachusetts"
526,1659862,"April 16, 2020",Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St,0,4,"Bustleton Ave and St Vincent St, Philadelphia Pennsylvania"
527,1659966,"April 15, 2020",Mississippi,Jackson,1200  Wood Village Dr,1,3,"1200  Wood Village Dr, Jackson Mississippi"
528,1656873,"April 11, 2020",California,Bakersfield,Pioneer Rd and Sterling Rd,0,6,"Pioneer Rd and Sterling Rd, Bakersfield California"
529,1656265,"April 10, 2020",Michigan,Muskegon,800  Oak St,0,4,"800  Oak St, Muskegon Michigan"
530,1655674,"April 8, 2020",Michigan,Detroit,1200  Payton St,0,4,"1200  Payton St, Detroit Michigan"
531,1654971,"April 8, 2020",South Carolina,Greenwood,1522 Parkway,1,3,"1522 Parkway, Greenwood South Carolina"
532,1656373,"April 8, 2020",Alaska,Anchorage,10600  Elmore Rd,0,4,"10600  Elmore Rd, Anchorage Alaska"
533,1654341,"April 7, 2020",Illinois,Chicago,86th Street and Damen Avenue,1,3,"86th Street and Damen Avenue, Chicago Illinois"
534,1652642,"April 5, 2020",New York,Brooklyn,181 Rockaway Pky,0,4,"181 Rockaway Pky, Brooklyn New York"
535,1652734,"April 5, 2020",California,Los Angeles,89th St and Hobart Ave,1,3,"89th St and Hobart Ave, Los Angeles California"
536,1653012,"April 5, 2020",South Carolina,Lancaster,Mahaffey Line Dr,1,4,"Mahaffey Line Dr, Lancaster South Carolina"
537,1652601,"April 4, 2020",Texas,Vidor,100  Hebert St,0,4,"100  Hebert St, Vidor Texas"
538,1652073,"April 4, 2020",Texas,Lubbock,2107 49th St,2,2,"2107 49th St, Lubbock Texas"
539,1652328,"April 4, 2020",Florida,Hialeah,W 69th St and 24th Ave,1,4,"W 69th St and 24th Ave, Hialeah Florida"
540,1651742,"April 3, 2020",Kentucky,Louisville,1000  Cecil Ave,0,4,"1000  Cecil Ave, Louisville Kentucky"
541,1649473,"March 31, 2020",Georgia,Macon,571 Moreland Ave,3,1,"571 Moreland Ave, Macon Georgia"
542,1648832,"March 30, 2020",Pennsylvania,Philadelphia,2000  W Harold St,0,5,"2000  W Harold St, Philadelphia Pennsylvania"
543,1648205,"March 29, 2020",Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,0,4,"Ponce de Leon Ave and Parkway Dr, Atlanta Georgia"
544,1647661,"March 28, 2020",Maryland,Baltimore,1100  Washington Blvd,1,3,"1100  Washington Blvd, Baltimore Maryland"
545,1644111,"March 23, 2020",Texas,San Antonio,6700  Hickory Springs Dr,0,4,"6700  Hickory Springs Dr, San Antonio Texas"
546,1643775,"March 22, 2020",South Carolina,Hanahan,Edinburgh Drive,0,4,"Edinburgh Drive, Hanahan South Carolina"
547,1643157,"March 20, 2020",Virginia,Norfolk,800  Lincoln St,0,4,"800  Lincoln St, Norfolk Virginia"
548,1642826,"March 20, 2020",Missouri,Saint Louis,1923 Prairie Ave,0,4,"1923 Prairie Ave, Saint Louis Missouri"
549,1641923,"March 18, 2020",Florida,Jacksonville,11501 Harts Rd,1,4,"11501 Harts Rd, Jacksonville Florida"
550,1641216,"March 17, 2020",Maryland,Baltimore,300  McMechen St,0,7,"300  McMechen St, Baltimore Maryland"
551,1640295,"March 15, 2020",North Carolina,Moncure,842 Moncure Flatwood Rd,7,0,"842 Moncure Flatwood Rd, Moncure North Carolina"
552,1640317,"March 15, 2020",Missouri,Springfield,3264 E Battlefield Rd,5,2,"3264 E Battlefield Rd, Springfield Missouri"
553,1640007,"March 14, 2020",Michigan,Saginaw,4100  Gallagher St,2,2,"4100  Gallagher St, Saginaw Michigan"
554,1639542,"March 14, 2020",New Mexico,Albuquerque,620  Arno SE,1,3,"620  Arno SE, Albuquerque New Mexico"
555,1639413,"March 13, 2020",Illinois,Rockford,4104 Auburn St,0,4,"4104 Auburn St, Rockford Illinois"
556,1640278,"March 13, 2020",Louisiana,New Orleans (Algiers),Wagner St and Hero Blvd,0,5,"Wagner St and Hero Blvd, New Orleans (Algiers) Louisiana"
557,1637520,"March 10, 2020",Pennsylvania,Chester,200  Broomall Street,2,2,"200  Broomall Street, Chester Pennsylvania"
558,1636471,"March 8, 2020",Illinois,South Holland,I-94 and E 162nd St,0,4,"I-94 and E 162nd St, South Holland Illinois"
559,1635796,"March 8, 2020",Maryland,Rosedale,6247 Kenwood Ave,1,5,"6247 Kenwood Ave, Rosedale Maryland"
560,1636564,"March 8, 2020",California,Ceres,3600  Spruce Ave,1,3,"3600  Spruce Ave, Ceres California"
561,1635750,"March 7, 2020",Ohio,Cleveland,3804 E 93rd St,1,18,"3804 E 93rd St, Cleveland Ohio"
562,1635570,"March 7, 2020",New Mexico,Albuquerque,1700  Rayo Del Sol Dr SW,0,4,"1700  Rayo Del Sol Dr SW, Albuquerque New Mexico"
563,1635411,"March 7, 2020",Illinois,Chicago,900  E 79th St,0,7,"900  E 79th St, Chicago Illinois"
564,1635118,"March 6, 2020",District of Columbia,Washington,6219 Dix St NE,0,6,"6219 Dix St NE, Washington District of Columbia"
565,1634128,"March 4, 2020",California,Tulare,111 W Tulare Ave,1,5,"111 W Tulare Ave, Tulare California"
566,1631040,"February 29, 2020",Missouri,Kansas City,510 Westport Rd,1,4,"510 Westport Rd, Kansas City Missouri"
567,1631831,"February 29, 2020",Colorado,Brighton,Starr Ln and County Rd 2,0,5,"Starr Ln and County Rd 2, Brighton Colorado"
568,1629488,"February 26, 2020",Wisconsin,Milwaukee,3939 W Highland Blvd,6,0,"3939 W Highland Blvd, Milwaukee Wisconsin"
569,1629042,"February 25, 2020",Illinois,Chicago,1238 E 79th St,1,4,"1238 E 79th St, Chicago Illinois"
570,1627335,"February 23, 2020",North Carolina,Clarkton,71 Tina Ln,3,1,"71 Tina Ln, Clarkton North Carolina"
571,1627713,"February 23, 2020",Texas,Houston,8712 Airline Dr,0,7,"8712 Airline Dr, Houston Texas"
572,1625553,"February 20, 2020",Idaho,Caldwell,4321 S 10th Ave,2,3,"4321 S 10th Ave, Caldwell Idaho"
573,1625787,"February 20, 2020",North Carolina,Greensboro,Martin Luther King Jr Ave and Randolph Dr,0,4,"Martin Luther King Jr Ave and Randolph Dr, Greensboro North Carolina"
574,1623696,"February 17, 2020",Mississippi,Port Gibson,8027 Hwy 61,2,2,"8027 Hwy 61, Port Gibson Mississippi"
575,1622406,"February 16, 2020",Connecticut,Hartford,451 Franklin Ave,1,5,"451 Franklin Ave, Hartford Connecticut"
576,1622962,"February 16, 2020",Florida,Pensacola,517 W Gadsden St,1,4,"517 W Gadsden St, Pensacola Florida"
577,1622340,"February 15, 2020",Louisiana,New Orleans,Dryades St and 2nd St,0,4,"Dryades St and 2nd St, New Orleans Louisiana"
578,1622233,"February 15, 2020",Tennessee,Memphis,2800  Riverport Rd,0,7,"2800  Riverport Rd, Memphis Tennessee"
579,1621821,"February 14, 2020",Illinois,Chicago,6500  S King Dr,0,6,"6500  S King Dr, Chicago Illinois"
580,1619064,"February 10, 2020",Delaware,Dover,200  W Reed St,1,4,"200  W Reed St, Dover Delaware"
581,1616964,"February 8, 2020",Texas,Houston,1000  Calvin St,1,3,"1000  Calvin St, Houston Texas"
582,1615155,"February 5, 2020",Indiana,Indianapolis,4100  Shady Oak Dr,4,0,"4100  Shady Oak Dr, Indianapolis Indiana"
583,1613020,"February 3, 2020",Maine,Machias,323 Kennebec Rd,3,1,"323 Kennebec Rd, Machias Maine"
584,1612716,"February 3, 2020",California,Lebec,8968 Grapevine Rd,1,5,"8968 Grapevine Rd, Lebec California"
585,1612597,"February 1, 2020",Mississippi,Philadelphia,257 W Beacon St,0,4,"257 W Beacon St, Philadelphia Mississippi"
586,1611563,"January 31, 2020",California,Delano,Hiett Ave and County Line Rd,1,4,"Hiett Ave and County Line Rd, Delano California"
587,1610782,"January 31, 2020",Louisiana,Shreveport,2000 Grimmett Dr,0,4,"2000 Grimmett Dr, Shreveport Louisiana"
588,1611037,"January 31, 2020",Florida,Boynton Beach,200  NE 1st Ct,1,3,"200  NE 1st Ct, Boynton Beach Florida"
589,1610240,"January 30, 2020",California,Merced,100  W 18th St,0,4,"100  W 18th St, Merced California"
590,1606554,"January 27, 2020",Connecticut,Bridgeport,172 Golden Hill St,0,4,"172 Golden Hill St, Bridgeport Connecticut"
591,1605948,"January 26, 2020",Missouri,Cape Girardeau,631 S Sprigg St,0,5,"631 S Sprigg St, Cape Girardeau Missouri"
592,1605798,"January 26, 2020",New York,Newburgh,1571 NY-300,3,1,"1571 NY-300, Newburgh New York"
593,1605770,"January 26, 2020",North Carolina,Salisbury,1935 Jake Alexander Blvd,0,6,"1935 Jake Alexander Blvd, Salisbury North Carolina"
594,1605752,"January 26, 2020",South Carolina,Hartsville,115 W Camden Ave,3,3,"115 W Camden Ave, Hartsville South Carolina"
595,1606476,"January 24, 2020",North Carolina,Vanceboro,107 Kinshaw Ct,5,0,"107 Kinshaw Ct, Vanceboro North Carolina"
596,1603241,"January 22, 2020",Washington,Seattle,1530 3rd Ave,1,7,"1530 3rd Ave, Seattle Washington"
597,1600787,"January 19, 2020",Missouri,Kansas City,4802 Noland Rd,2,15,"4802 Noland Rd, Kansas City Missouri"
598,1600221,"January 19, 2020",Tennessee,Memphis,6761 Winchester Rd,1,4,"6761 Winchester Rd, Memphis Tennessee"
599,1600522,"January 19, 2020",Texas,San Antonio,1011 Avenue B,2,5,"1011 Avenue B, San Antonio Texas"
600,1600350,"January 18, 2020",Texas,South Houston,700  Virginia St,2,2,"700  Virginia St, South Houston Texas"
601,1599331,"January 17, 2020",Utah,Grantsville,93 Eastmoor Dr,4,1,"93 Eastmoor Dr, Grantsville Utah"
602,1598447,"January 16, 2020",Illinois,Chicago,234 N Pulaski Rd,0,5,"234 N Pulaski Rd, Chicago Illinois"
603,1594173,"January 11, 2020",Colorado,Aurora,17158 E Adriatic Place,0,5,"17158 E Adriatic Place, Aurora Colorado"
604,1592655,"January 8, 2020",Mississippi,Bay Saint Louis,10 Bay Park Way,2,2,"10 Bay Park Way, Bay Saint Louis Mississippi"
605,1588919,"January 5, 2020",Georgia,Atlanta,1008 Brady Ave NW,0,4,"1008 Brady Ave NW, Atlanta Georgia"
606,1588308,"January 4, 2020",Florida,Ocala,800  NW 6th Ter,1,3,"800  NW 6th Ter, Ocala Florida"
607,1586839,"January 2, 2020",New York,Brooklyn,6120 3rd Ave,0,4,"6120 3rd Ave, Brooklyn New York"
608,1585746,"January 1, 2020",Ohio,Cleveland,1437 St Clair Ave NE,0,4,"1437 St Clair Ave NE, Cleveland Ohio"
609,1585394,"January 1, 2020",West Virginia,Huntington,1113 4th Ave,0,7,"1113 4th Ave, Huntington West Virginia"
610,1585894,"January 1, 2020",Missouri,Saint Louis,3000  S Jefferson Ave,3,2,"3000  S Jefferson Ave, Saint Louis Missouri"
0,2125953,"September 26, 2021",California,Oakland,1400  8th Ave,0,4,"1400  8th Ave, Oakland California"
1,2125790,"September 26, 2021",Illinois,Chicago,800  S Albany Ave,0,0,"800  S Albany Ave, Chicago Illinois"
2,2125613,"September 25, 2021",New York,Utica,800  Mohawk St,0,4,"800  Mohawk St, Utica New York"
3,2125227,"September 25, 2021",California,Riverside,6000 Block of Mariposa Ave,0,6,"6000 Block of Mariposa Ave, Riverside California"
4,2125444,"September 25, 2021",Tennessee,Athens,Co Rd 60,4,0,"Co Rd 60, Athens Tennessee"
5,2124396,"September 24, 2021",South Carolina,Aiken,749 Silver Bluff Rd,4,1,"749 Silver Bluff Rd, Aiken South Carolina"
6,2124887,"September 24, 2021",California,Los Angeles,11600  Willowbrook Ave,0,4,"11600  Willowbrook Ave, Los Angeles California"
7,2123301,"September 23, 2021",Pennsylvania,Philadelphia,38th St and Aspen St,0,4,"38th St and Aspen St, Philadelphia Pennsylvania"
8,2123395,"September 23, 2021",Tennessee,Collierville,240 New Byhalia Rd,2,14,"240 New Byhalia Rd, Collierville Tennessee"
9,2122565,"September 22, 2021",North Carolina,Fayetteville,1100  Charlie Dr,2,2,"1100  Charlie Dr, Fayetteville North Carolina"
10,2121381,"September 21, 2021",District of Columbia,Washington,2200  Alabama Ave SE,0,5,"2200  Alabama Ave SE, Washington District of Columbia"
11,2120940,"September 20, 2021",Pennsylvania,Philadelphia,Broad St and Chew Ave,1,5,"Broad St and Chew Ave, Philadelphia Pennsylvania"
12,2121031,"September 20, 2021",Missouri,Saint Louis,2000  St Charles St,1,3,"2000  St Charles St, Saint Louis Missouri"
13,2119950,"September 19, 2021",South Carolina,Yemassee,145 Yemassee Hwy,1,7,"145 Yemassee Hwy, Yemassee South Carolina"
14,2119701,"September 19, 2021",Florida,Miami,14900  Pierce St,0,4,"14900  Pierce St, Miami Florida"
15,2119745,"September 19, 2021",Texas,Dallas,100  N Malcolm X Blvd,2,4,"100  N Malcolm X Blvd, Dallas Texas"
16,2119736,"September 19, 2021",California,Oakland,300  17th St,1,3,"300  17th St, Oakland California"
17,2119609,"September 19, 2021",Illinois,Chicago,900  N Massasoit Ave,0,5,"900  N Massasoit Ave, Chicago Illinois"
18,2119583,"September 19, 2021",New York,Rochester,300  Driving Park Ave,2,2,"300  Driving Park Ave, Rochester New York"
19,2119470,"September 18, 2021",New York,Bronx,Teller Ave and E 172nd St,1,3,"Teller Ave and E 172nd St, Bronx New York"
20,2119101,"September 18, 2021",Illinois,Danville,3164 E Main St,2,2,"3164 E Main St, Danville Illinois"
21,2119478,"September 18, 2021",Louisiana,Opelousas,500  Sapphire St,0,5,"500  Sapphire St, Opelousas Louisiana"
22,2118451,"September 17, 2021",Georgia,Augusta,519 Broad St,0,4,"519 Broad St, Augusta Georgia"
23,2116343,"September 14, 2021",Maryland,Baltimore,1700  N Milton Ave,0,4,"1700  N Milton Ave, Baltimore Maryland"
24,2116205,"September 14, 2021",Ohio,Cleveland,2747 Cedar Ave,0,6,"2747 Cedar Ave, Cleveland Ohio"
25,2115522,"September 13, 2021",Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5,"3073 N Sherman Blvd, Milwaukee Wisconsin"
26,2115947,"September 12, 2021",Minnesota,Saint Paul,7th St W and N Walnut St,4,0,"7th St W and N Walnut St, Saint Paul Minnesota"
27,2114626,"September 12, 2021",Texas,Temple,900  S 24th St,0,4,"900  S 24th St, Temple Texas"
28,2122103,"September 12, 2021",Illinois,Blue Island,12200  S Irving Ave,2,2,"12200  S Irving Ave, Blue Island Illinois"
29,2114481,"September 12, 2021",Michigan,Detroit,2700  Halleck St,2,4,"2700  Halleck St, Detroit Michigan"
30,2113841,"September 11, 2021",Illinois,Chicago,300  E Kensington Ave,1,5,"300  E Kensington Ave, Chicago Illinois"
31,2114510,"September 11, 2021",Alabama,Dothan,2000 Reeves St,0,5,"2000 Reeves St, Dothan Alabama"
32,2113623,"September 11, 2021",Illinois,Chicago,900  E 79th St,1,3,"900  E 79th St, Chicago Illinois"
33,2113769,"September 11, 2021",New Jersey,Paterson,E 18th St and Fulton Pl,0,4,"E 18th St and Fulton Pl, Paterson New Jersey"
34,2114583,"September 11, 2021",New York,Utica,700  Noyes St,0,4,"700  Noyes St, Utica New York"
35,2112450,"September 10, 2021",Florida,Orlando,5526 S Orange Blossom Trl,0,4,"5526 S Orange Blossom Trl, Orlando Florida"
36,2111858,"September 9, 2021",Illinois,East Saint Louis,510 Martin Luther King Dr,0,7,"510 Martin Luther King Dr, East Saint Louis Illinois"
37,2112252,"September 9, 2021",Alabama,Montgomery,1800  Cotton Court,1,3,"1800  Cotton Court, Montgomery Alabama"
38,2111895,"September 8, 2021",Missouri,Saint Louis,4000  St Ferdinand Ave,0,4,"4000  St Ferdinand Ave, Saint Louis Missouri"
39,2110346,"September 7, 2021",Delaware,Wilmington,A St and New Castle Ave,0,4,"A St and New Castle Ave, Wilmington Delaware"
40,2110077,"September 7, 2021",Kansas,Wichita,351 N Mosley St,1,5,"351 N Mosley St, Wichita Kansas"
41,2109075,"September 6, 2021",Georgia,Atlanta,868 Joseph E Boone Blvd NW,0,5,"868 Joseph E Boone Blvd NW, Atlanta Georgia"
42,2108892,"September 5, 2021",Missouri,Independence,116 W Lexington Ave,0,4,"116 W Lexington Ave, Independence Missouri"
43,2108560,"September 5, 2021",New York,Bronx,4848 White Plains Rd,0,4,"4848 White Plains Rd, Bronx New York"
44,2115336,"September 5, 2021",Missouri,Wyatt,,0,4,
45,2108414,"September 5, 2021",Texas,Houston,7518 Imogene St,4,0,"7518 Imogene St, Houston Texas"
46,2108378,"September 5, 2021",Georgia,Athens,E Clayton St and N Jackson St,0,6,"E Clayton St and N Jackson St, Athens Georgia"
47,2108302,"September 5, 2021",Florida,Lakeland,N Socrum Loop Rd and Fulton Green Rd,4,2,"N Socrum Loop Rd and Fulton Green Rd, Lakeland Florida"
48,2109384,"September 5, 2021",Ohio,Cincinnati,6308 Corbly Rd,0,4,"6308 Corbly Rd, Cincinnati Ohio"
49,2107828,"September 4, 2021",Louisiana,Monroe,1600  Winnsboro Rd,1,3,"1600  Winnsboro Rd, Monroe Louisiana"
50,2107916,"September 4, 2021",Alabama,Birmingham,9164 Parkway E,2,2,"9164 Parkway E, Birmingham Alabama"
51,2108406,"September 4, 2021",Georgia,Warner Robins,Mauldon Ct and Dunmurry Pl,1,4,"Mauldon Ct and Dunmurry Pl, Warner Robins Georgia"
52,2107930,"September 4, 2021",District of Columbia,Washington,700  Longfellow St NW,3,3,"700  Longfellow St NW, Washington District of Columbia"
53,2107875,"September 4, 2021",Pennsylvania,Pittsburgh,7300  Hamilton Ave,0,4,"7300  Hamilton Ave, Pittsburgh Pennsylvania"
54,2107476,"September 4, 2021",Illinois,Chicago,1400  S Tripp Ave,0,5,"1400  S Tripp Ave, Chicago Illinois"
55,2107621,"September 3, 2021",Texas,Austin,9345 US-290,1,3,"9345 US-290, Austin Texas"
56,2107168,"September 3, 2021",New York,Syracuse,Nelson St and W Marcellus St,0,4,"Nelson St and W Marcellus St, Syracuse New York"
57,2107467,"September 3, 2021",Louisiana,New Iberia,927 S Lewis St,1,3,"927 S Lewis St, New Iberia Louisiana"
58,2107198,"September 2, 2021",New York,Niagara Falls,336 19th St,0,4,"336 19th St, Niagara Falls New York"
59,2104725,"August 31, 2021",North Carolina,Elm City,3500  London Church Rd,2,2,"3500  London Church Rd, Elm City North Carolina"
60,2104181,"August 30, 2021",Illinois,Normal,2000  Lambert Dr,3,3,"2000  Lambert Dr, Normal Illinois"
61,2103256,"August 29, 2021",Tennessee,Nashville,2621 Jefferson St,0,5,"2621 Jefferson St, Nashville Tennessee"
62,2102991,"August 29, 2021",Nevada,Las Vegas,1700  S Rainbow Blvd,1,3,"1700  S Rainbow Blvd, Las Vegas Nevada"
63,2103311,"August 29, 2021",Wisconsin,Milwaukee,N 41st St and W Lloyd St,0,4,"N 41st St and W Lloyd St, Milwaukee Wisconsin"
64,2103132,"August 28, 2021",New York,Albany,Sherman St and Henry Johnson Blvd,0,5,"Sherman St and Henry Johnson Blvd, Albany New York"
65,2103035,"August 28, 2021",California,San Diego,3100  Mission Blvd,0,4,"3100  Mission Blvd, San Diego California"
66,2102694,"August 28, 2021",Illinois,Chicago,2800  W 12th Pl,0,4,"2800  W 12th Pl, Chicago Illinois"
